COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS
z12is34ysrzoy3uwl04cctlxmrekjfuhvig,Mike Bennett,41858.81965,http://www.twitch.tv/daconnormc﻿,1
z13ijjrgqqyqzfo2t23zfztbtlu4ghg5o04,Lil Misme,41860.12598,Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!﻿,1
z122xxgxipvdzpovt22xjlyi5o3pebufp,Emilie,41860.84197,Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments﻿,1
z122hzpj5v3kgf5zu04chv4xaqalhdr4flw0k,Eduarda Ketrony,41862.072,https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1
z12gu1fouyfqx3a5304chpdqbwm3dja4v2c,Jennika Chua,41862.56831,https://www.facebook.com/photo.php?v=4483179854075&amp;set=vb.1727483389&amp;type=2&amp;theater ﻿,1
z13jtfwiuwrvy1tng23gid4hesqwxl4cm,Artady,41862.68605,https://soundcloud.com/artady please check my stuff; and make some feedback﻿,1
z12bxv4olmv3j1i2w232y5awruz3i1rva,J STROMMER,41862.73056,Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ﻿,1
z13vendrur3zxdgkd22azzlzftn1vj3pp04,Evin Alshamas,41863.2225,Subscribe me please﻿,1
z130s5kb0v3yjj3fp23zexx5iyuvv1js5,maddog1431,41863.77688,Check out my covers I have a video coming out  please subscribe﻿,1
z123std54m2ozht10232efr5svb4vh0au04,MB LOVE,41864.12817,Subscribe to My CHANNEL﻿,1
z123gzjyszflihgih04cdzeblxuifpxzbes,IbbyUchiha,41866.66157,Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿,1
z13ect4j2km1gnhhu04cdfmwnmbkvn45x20,Cléda Dimitri,41867.30891,http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much﻿,1
z12ddjvqypyusrssu22ewddagoagu1k2v,WeMuckAround,41867.87463,katy perry will u sit on my face please. it would be really awesome and  i'll give you 5 dollars. ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k?﻿,1
z123uflrqpqwzvhts23pfr3jht3ue1kaf04,Mike Music,41869.60006,"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;ved=0CB8QFjAA&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&amp;ei=OQ3yU9DWC8L4yQOYo4GoAw&amp;usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&amp;sig2=OnqZzad3q3CmNBe9nml4gA&amp;bvm=bv.73231344,d.bGQ&amp;cad=rja ﻿",1
z13iupjoosrpzlm5v04cf32q4oqizvsbkdo,Jack Other,41869.7539,http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor﻿,1
z120s1agtmmetler404cifqbxzvdx15idtw0k,Sheila Cenabre,41870.52304,I really love this video.. http://www.bubblews.com/account/389088-sheilcen﻿,1
z131ynbp4yepzvz4304cj5ly3oyietfpbj0,Soundhase,41870.79141,Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2﻿,1
z13zxxtwurq5cxuiz04cc5xapsypshtipdo,Elle xox,41871.12215,Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,1
z13fwnbh5qusx1olr23bcfgjbxiljjv4u04,Flynn Rider,41871.79446,Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿,1
z12mvbxwqoz1hlhay04cfnuzfxuwdx1pj54,Charles Baptist,41871.84598,Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1
z13ccdmpbuuqc32bf04cj3xrcrrjsxozwtk0k,phemion23,41872.43458,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1
z12qvlsqppeeyt3gp04cchwaivz4f54bbho,anne baba,41872.91612,http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
z12jenlhyre0eheyx04ch1aquxfdsvgpd44,Special Pentrutine,41873.20197,"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1
z131tjkgdtvpxzx1i23gctyj5rrluhsvy,zeynep saka,41874.24916,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1
z12jzv45snjidxmb004ch3qaotakv1xx50w,sleman zezo,41874.85325,https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1
z13nuzezjmfpcjqzm04cftuaxpb3gjmxevw0k,MarianMusicChannel,41875.16519,"Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN﻿",1
z121tz2zhzjgercem23yttsqvnuijljql04,Daniel Korp,41875.72034,"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3﻿",0
z13hyv0ixuavuliyt04cix1j5t3qgpggce4,Paul Hannam,41876.23428,In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0
z124czqqpmefyrxa204cd5jgrwqoctipvuo0k,Miguel Del Valle,41877.11438,http://9gag.com/gag/aAVpwj9/ =)﻿,1
z131zf0iwvjihbgp404cjtkqvzrbibkprjs,DicesMusic .,41878.39624,ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1
z13cyh3gowyyxlotr23vsplhbt23hbmwy04,Angie Sivrikozi,41878.88389,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0
z13lhdo5vnyndj3p304cjjs4zze3sldrqbg,Mai Nguyễn,41879.16221,"help me click on the subscribe Mai Nguyen, thank you﻿",1
z13zexz55xnnfbqnz224v1c5gziuczqno,Ach raf,41880.09093,even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,1
z13cwrzyolf1zh4v023ctteams25hldf5,Zain Hassan,41880.7919,Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0
z12ntdriqpfni1mtf23zwb0b0p34fnyak04,Frank co,41881.45874,http://www.bubblews.com/news/6401116-vps-solutions﻿,1
z134ub2pemn1jjarh04cdb14yqagxpqy1e4,Rusty Cohle,41881.6409,The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
z133sbv5xomtsp44k04cinywcr3sedjqekc0k,ocean pacific,41881.96391,The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.﻿,1
z135drnwswvsgvkyq04cfjh4xpb3cn2hugg,Sam Klein,41882.16145,"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0
z12rgdghtm3gc3j4004cizn50y3xybujalw0k,Littleprincess,41882.91038,Perfect! &lt;3﻿,0
z133uthy3uvscvxox04cfr1bjw2idvehcxw0k,Justin Chery,41883.74692,"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
z12ihhpimqitsznag04cc3y5jke1d1rhkus0k,Jack El Matador,41884.78751,"should not have paused the music, this is a clip, not a movie.﻿",0
z13sfvhiwxmqz3xad04cddehoyr5g1i5c0s,TWIN MELODY,41884.83126,"  HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D﻿",1
z12utdmrdmz1ctouj22yu52pqt2if3pwl04,Yerki el duro,41885.47912,Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,1
z121gbuy2unhc5m4n04cf3kyslqhepeqgvo0k,Santeri Saariokari,41885.68957,"Hey guys go to check my video name ""growtopia my story""﻿",1
z12ytrbydy2ogluio04cfdmrdvn4ijrr3kg0k,Braiden Short,41885.94887,http://shhort.com/a?r=HuPwEH5ab﻿,1
z12yxpmqktb4zxptp221j3njlmjbtfgmi,VitalXtreme,41886.1645,YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,1
z13ax5sicvvxsx3lx23vuf45tye4etl1g,Kasia Hill,41888.11439,http://shhort.com/a?r=G8iX5cTKd﻿,1
z12ag5uwdzrajx1yp04chp1r2sa5ubugez00k,xhonavsky,41888.84574,"I love this song, it´s for empowering every woman :)  ""you´re gonna hear me roar"" ;)﻿",0
z13jtvmwoqjvsxj4p04cdhbwswnsf5qqv24,Ricky Smith,41889.11383,This song makes me want to drink bleach﻿,0
z12bjffg3yu4ybx4e04cjzfbyxqcdzyxl3s,maurice davis,41889.12493,If she really did this there she's hardcore﻿,0
z13bzjvw1suhj3sjp04cfr54vuy2wzarbyg0k,Divergent lover,41889.24497,http://shhort.com/a?r=Jt2ufxHxc﻿,1
z13xvrgzkoydytjr304ch1no1raxwjahesc0k,Richard Valko,41889.62626,Follow me watch my videos :) Follow me watch my videos :) Follow me watch  my videos :) Follow me watch my videos :) Follow me watch my videos :)  Follow me watch my videos :) Follow me watch my videos :)﻿,1
z13jhj1wdzmiwjdjn04ccx2gfpynuzyjo4w,Robert Kim,41889.71781,"I'm sorry Katy Perry, I was being weird. I still love you &lt;3﻿",0
z120uhiw0ubhcnxvi23uw5oorpuncvso204,tombraiderxXx12,41889.7765,I'm not a big fan of the song but this video is awesome!﻿,0
z12kjjlhsmiqsfzrb04ch5i5rt2qvbahppg0k,Eder Rodriguez,41889.81278,katy perry  just stop it and dont do a song i dont like it﻿,0
z12hzb1hzxbjh310c234ddqgoluidjufb,Aemon Sevker,41889.81561, GO TO MY CHANNEL and check out my written songs﻿,1
z13bejijvrbdy5mrg04cgv3bjvubyxoi050,GGSCommunity,41889.94194,"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport﻿",1
z134e5zjck2agxwd423hdjgx1y3ndvhf4,Christopher Pete S.,41889.94399,Subscribe and u are gonna hear me roar ;)﻿,1
z13ay5zytl3icfrij04cc1kakqb4cpu4oks0k,Kathy L.,41890.04422,In my opinion I think you look better with black hair then blond hair : )﻿,0
z13tc1brnvvpxtd3i225u5djckjntpniz04,Sofia Aristizabal,41891.03046,"I loved, she is amazing.. OMG your eyes*_*﻿",0
z12qvnw51y31ulrx304cjbkq1yzqzdkiytg0k,jessica durham,41891.25703,"Please help me give my son a grave.  http://www.gofundme.com/BishopsGraveMarker Or please just share it on your  fb page, I do not have one anymore.﻿",1
z13mh3ih5xqtdvt3z22xdhvp4pfhxfmhz04,Rahul Thorat,41891.47697,You gonna hear me ROARRRR.....﻿,0
z13xxdyxcsbwdda5l04cfdexnunxzrgwo2o,snc,41891.7144,follow me---&gt; https://twitter.com/f0llowshoutouts ﻿,1
z13lsbqpwk3xej2jv04cetyypm22w3pgo4s,Christ Is Risen,41891.74951,I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿,0
z12tvfbi0sntvhgzw04cgf35lymwivhqepo0k,blondedbythelight703,41891.85868,She's an old Whore!﻿,0
z131xvagrrnevlmao04cf1dq2or1snlqkso0k,taione88,41891.87749,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1
z12xituo3vvdxvrhk04cdxmilwfwhfdgmz00k,moilovemoi,41891.9406,ROAAAAARRRRRR 🐯🐯🐯﻿,0
z12wsbxquxjthdm0i22jc3ehdnuhwv5xi04,caleb owczarzak,41891.94126,This looks so fun and it's a good song﻿,0
z12wujphdvrxcbksz23lc3j5xsqadn0cz,Made2Falter,41891.99688,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
z131i52zez2uythxs04chxi45y2otxcjcw00k,Jessy  Riivera,41892.0549,I love You Katy ♥﻿,0
z131xnwierifxxkj204cgvjxyo3oydb42r40k,YULIOR ZAMORA,41892.0666,I    loved        it           so       much          because         you          get         to         stand            fear .﻿,0
z13ndjiobv24y14tp230gvzjeovuup1vf,Nicolás Jara,41892.07703,Click For iTunes code http://shhort.com/a?r=0LaviqU2b﻿,1
z13ncdbb1urrxdhcs22gfp35gkqiuhgcr,Neo Joey,41892.38191,Katy perry is and inspirational singer her voice is awesome and I loved her  so much . She achieved music history and I couldn't believe that . Guys if  you could take 1min to go to my channel and watch my first video I would be  greatly thankful for this :) ty guys N katy is still awesome xoxo﻿,1
z122tnij5nmvhtqkx22jdnc40rzbulxwe04,Jack lewandowski,41892.49176,Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
z13qfffoxqacypnu122ojzxgmnvvthucz,Mättr Valleni,41892.90153,https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gf﻿,1
z12mt5kxyqyful0jq04cdrchivu0v5ip51k,TheParkourGamingPotato,41892.95721,subscribe to me﻿,1
z13nt3s53sbnupdoc04cjpuwhzvdh5gyr04,Sofi Duarte,41892.98211,3:46 so cute!﻿,0
z12ijzhpitadz15sb23bgxfoilenufewr04,Walker's.Enchanted.Music.Channel,41893.094,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",0
z13sgp1qayzmcx0tq22dy5wqllnpfvsv0,Ken Santiago,41893.62856,Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katy﻿,0
z12sixzbalueu5irr04chv1yhpy4t5ky31g,o olek,41893.73876,The great mother of the jungle. Sweet and natural. I like her videos.﻿,0
z12ax3ozzsjafnboe04civtrlxzzxtbbaxs0k,Sheldon Duncombe,41893.79841,http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿,1
z13dexprepfgfjjai04cetejapnqxjq4fj0,Misael Navarro Leon,41893.84718,Katy has conqueror's haki &gt;:)﻿,0
z12zu5v4qlruc11zc04cg5rrnzjehpzwv3g,SergiBeCa Official,41894.1525,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1
z13xwb3adyricdunf223txebnov1f1aiz04,Gram Bangla,41894.37727,WOW VERY NICE CONGRASULATION I LIVE SO MUCH http://en.prothom-alo.com/sport/news/53331/Zimbabwe-A-team-due-in-Dhaka-Wednesday ﻿,1
z12fx5xbxru0i3kzu04ccpm53yjqzvlr4q00k,Dj enderman,41894.5702,There is 7 bilion poeple on earth Now stop being dumb﻿,0
z12ayngz3kffwhr1x22ei3agorrhebndb,Analiner Benny,41894.63087,I love this shit but I disliked it because it's sucks﻿,0
z12qf5rimw3pfbw1w22pyruxovawz1dkq,Cristina Valencia,41894.6435,"hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing :( so please if you could like  this picture it would be very nice, thank you i really want to go to her  concert :) https://www.facebook.com/exagdl/photos/a.936868579660284.1073741943.111719098841907/937732262907249/?type=1&amp;theater ﻿",1
z13ogjwqvuazsh0v123evnzipxyjx5fcv,ENZOxDV9,41894.82331,"this video is very inaccurate, a tiger would rip her face of﻿",0
z12tclby1nuyflgbw04cdnyg3zfvefn5lrg0k,Technibility,41894.8811,Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1
z13rv5abiqvggpsz304cdr54xnndwtxbl44,Yoshi does Minecraft,41894.90375,Are those real animals﻿,0
z13dgdph5vnutpnq004ci3lbtymmtlphrto0k,MyNameIs Leah,41895.51875,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1
z13is3w4ixr5cjkwv04cibzocqeicbfoxsc0k,Steve Gallagher,41895.62861,Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿,0
z13oilua4nu5ulzs122xvdc5skfqzfy5y04,Jouri Osman,41895.62862,I love KATY PERRY &lt;3 &lt;3﻿,0
z12nsngbgzqwyxnmk22sibsqbwqlzfuva,John Chen,41895.6508,Boooobs﻿,0
z13kvddrenfhxjeod04cg11pkk2sg1vbr0c,Buffo hrdfjiu,41895.74183,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿",0
z12nfn4yazrphtzwi04cchahoxqlvtc4mvk0k,KatyPerry Queen,41896.40775,Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
z13wwx4g2wmufxn0t235flwo5qu2sdrs3,Abhi Vats,41896.43572,Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,0
z12njp45xonlypf2x23ketjjpzjee3cyt04,bea boots,41896.52981,great song you go katy!﻿,0
z13tuhgotq3ifrl0423uwx35trelwdwdd,jay cruz,41896.57828,looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt﻿,0
z12lcb0rxw3qtlsqm04cebpbjkqjtdza1xs0k,Veronica Kkk,41896.59571,My telephone!﻿,0
z13lwjvwbrqgdrdut22qhf54gvqwuz1nv,Thalia Grace,41896.66334,This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿,0
z13ejhmaiyjmcrlgw04ccvqwdobqtjn4ea4,David Sean,41897.454,"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",1
z13mxjrbuyv5slha204cjdwg0wauylyap3w,Peter Wilkes,41897.65899,"really want this video to get 1 billion views, would be amazing!﻿",0
z12wj5g52rzbcvprl04cenuj1yyifhxq3hw,LuckyMusiqLive,41897.74163,Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1
z13kdx4bjwevyfhfy222jhvo2nvsdxzyt04,Alanoud Alsaleh,41897.7694,"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿",0
z12vwdpzylnfhdhoc04cfxhbdrjqed2rjh4,jose ramon Bocarejo,41897.99517,How can this song have 629 million views while there are only 7 million  people in the world?﻿,0
z124spyhambnyly1l223gzliqmqxyxzy304,Magic Johnson,41898.15047,Katy Perry is garbage. Rihanna is the best singer in the world. ﻿,0
z12ju5uxzvfmv1yzr04cdn2zjvvbfpdjglo0k,Nick M,41898.15675,https://www.reverbnation.com/slicknick313/songs﻿,1
z13wxrja2ny2jfq0r22ojhwwdpimt5ogu04,Chloe Steiner,41898.17436,"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",0
z12wc1vj2mytepiki22lf5bggrynfloa304,Rolando Viray,41898.29992,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0
z13mel5zokapi1ax004cg3goburlghkwdk40k,Jian Li,41898.32297,"see it all, human folly right?﻿",0
z13gsbt40s25vre2q23rdtmxepytftaei,Jana Trpevska,41898.44916,Great.This is a song﻿,0
z13ye5lzknauy3ilv22nfbm5kyjgdbo1h,Amana Amjad,41898.48392,Awesum song!! Jus luv it!﻿,0
z13mjtpierebfrgvv22dch3o2sm3jnnp304,Marieke Sp33lma,41898.5373,Watch my videos xx﻿,1
z12vibnqjrygfn0p404cc1loanvyw54pcmw0k,Nathan Waterhouse,41898.59796,Please check out my acoustic cover channel :) thanks ﻿,1
z13ithgi0zjwz15rn04cclkgxpafydzocrs0k,Harrison Lloyd,41898.85609,Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0
z13nhjbxcwe4stwwz04cfpfoqrzghr540ns0k,Mandeep Kaur,41898.87728,selfie alert﻿,0
z12nj5gwruilz5a4y04cfdda2wfgz1lwecg,Chris Madzier,41898.95171,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0
z13wthrbisjqg5cm423qxnpopsrowzvzg04,DatoJason Jason,41899.8284,It is a shit﻿,0
z13ighypdmuywprvc222crt42va2ctluz,Vena Veno,41899.93245,She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,1
z13cyrkatpfnixkis04cinqqhmbuvhspvqk0k,Pettrus Ortega,41900.48321,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1
z12ijdi5kuimjphgy04cjzxxzyusg3xjoyc0k,Ari4Cortez5Ortiz 9Uria,41900.665,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1
z12iwnkoukqythvf022xx1ii4xisfn2dd,Emma C,41900.93564,i am a big fan of you and i love you﻿,0
z132jzfbbpf1w3ejj04cen2wcx2bef0oeo40k,J MP,41901.5939,https://viralangels.com/user/d4aaacwk﻿,1
z13jffkgavyhv5tkq22lyboo2subj1vu0,Tushti Chakraborty,41901.64638,I &lt;3 Katy Perry!﻿,0
z12zyrnp1unbczz0v23mhr3wwoa0vfcak04,Kaida Tong,41901.80941,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0
z13jcrsplozwthwj204cdpspeobusp3ie54,roflcopter2110,41901.96891,http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,1
z12vzxcymvqtyrx3s22hi5ep1yq5cvmld,roflcopter2110,41901.97131,http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1
z12pgx55amraefo3423kchdy1tmeu1avo,Darth Vaderbro,41902.00399,If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,1
z12twzjoszz0xxuo304civmjxyjiv3hg5rw0k,MrCollinGabriel,41902.03487,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0
z13gy5vi3kzfzbtyu04cctyzpuz3vfqgw1w,citywok68,41902.15639,Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿,1
z12xtzhzyr2lx53oo04cexm5vlrvxptiywo0k,sarah fitzgerald,41902.32211,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1
z12ltv24dmert1m1k23ajhgo4kydixwnf,Mohammad Abdelhafez,41902.52316,Hey guys subscribe to my channel for no reason! Please!..﻿,1
z13bttm5gxecfvrqq04cevkpuxj5s1u5ys40k,Vane Cavazos,41902.65259,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1
z12zttujlvi5iptyo04cfnyq4rqeip0bpt40k,Sarcataclysm,41902.96642,At least she didn't get rid of her completely useless makeup.﻿,0
z12zzvtjxkn1tvdpy04cgvcrxprhypz5oek,The Technology Zoo,41903.61728,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,0
z13byjoiuqvhctxc423ahhxafrizwhfto,tonya parker,41903.95906,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
z13wvdhxeyqeidsmz22jehupivbqxjvtp,Ramen Noodles,41904.22829,"She's got it all. Incredible voice, extremely hot, nice tits﻿",0
z132zl1rupqcylbep23jgfig3um3ct5vv,KatyPerry TheQueenOfPop,41904.285,--&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿,1
z133unbosvyetbf4n04ccboqbqnydzhrtg4,tomo fr,41904.35875,I really like this song.﻿,0
z12pi3wbqljkwjher23stftwykbzid1fv,Hany Faisal,41904.42242,my son love so much﻿,0
z13iijhzqwz4gxek122ugd3bllbks1011,Alef Paulo,41904.60642,Y LOVE YOU﻿,0
z12offlxfo2hi110l23wt52jsob5x1pic04,Big BossVEVO,41904.72661,follow me on instagram bigboss286﻿,1
z13ighawfwy5y5t5a04ccnp5dozetzfpq0g,Snipe Last,41904.81581,why the elephant have a broken horn﻿,0
z12sfnzallq5t5iki23gfbjb0ynxgxjyc04,Vincent Lenzi,41904.97469,Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1
z13zyrkanyf2y3cxw04chznrcxmefpkpf3s,Shane Lumsden,41905.44623,Where did she find all that make up in a freakin jungle?!﻿,0
z134hvcalzjkd11w304ccxlhipnqudd5hkw0k,Danuchi zuuzu,41905.62209,so cute that monkey *-*! ﻿,0
